scheme_id,scheme_name,short_title,level,scheme_for,ministry,state,category,tags,description,close_date,priority,search_text
hfsaed,Hostel Facility for Students Availing Education in Delhi,HFSAED,State,Individual,Not specified (state scheme),Madhya Pradesh,Education & Learning,Hostel Facility;Student;Higher Education;Delhi;Scheduled Caste;Scholarship,"The objective of the scheme is to provide facilities for residential and other facilities such as water, reimbursement of electricity expenditure, scholarship etc. for scheduled caste students of Madhya Pradesh studying in higher institutions located in Delhi.",,1.0,"Hostel Facility for Students Availing Education in Delhi. The objective of the scheme is to provide facilities for residential and other facilities such as water, reimbursement of electricity expenditure, scholarship etc. for scheduled caste students of Madhya Pradesh studying in higher institutions located in Delhi. Category: Education & Learning. Tags: Hostel Facility, Student, Higher Education, Delhi, Scheduled Caste, Scholarship."
bba,Best Book Award,BBA,State,Individual,Not specified (state scheme),Gujarat,Sports & Culture,Book Prize;Literature Awards;Cultural Promotion,"The scheme ""Best Book Award"" by the Sports, Youth and Cultural Activities Department, Government of Gujarat aims to promote literary excellence by providing cash awards, certificates, and shields to authors of outstanding books published in Gujarat.",,1.0,"Best Book Award. The scheme ""Best Book Award"" by the Sports, Youth and Cultural Activities Department, Government of Gujarat aims to promote literary excellence by providing cash awards, certificates, and shields to authors of outstanding books published in Gujarat. Category: Sports & Culture. Tags: Book Prize, Literature Awards, Cultural Promotion."
ipsile,Investment Promotion Scheme (IPS) for MSME Sector: Incentive For Local Employment,IPSILE,State,Infra,Not specified (state scheme),Dadra & Nagar Haveli and Daman & Diu,Business & Entrepreneurship,Employment;MSMEs;Incentives;Entrepreneurship;Subsidy;Reimbursement;IPS,"“Incentive For Local Employment” under the “Investment Promotion Scheme (IPS)” for MSME sector, implemented by the Dept. of Industries, U.T. Administration Of DNH & DD, aims to provide One-time recruitment incentive to the Industrial Units for generating employment for local residents.",,3.0,"Investment Promotion Scheme (IPS) for MSME Sector: Incentive For Local Employment. “Incentive For Local Employment” under the “Investment Promotion Scheme (IPS)” for MSME sector, implemented by the Dept. of Industries, U.T. Administration Of DNH & DD, aims to provide One-time recruitment incentive to the Industrial Units for generating employment for local residents. Category: Business & Entrepreneurship. Tags: Employment, MSMEs, Incentives, Entrepreneurship, Subsidy, Reimbursement, IPS."
vpls,Vrutti Protsaha Loan Scheme,VPLS,State,Individual,Not specified (state scheme),Karnataka,Skills & Employment;Social welfare & Empowerment,Loan;Self-employment;Subsidy;Minority,"The ""Vrutti Protsaha Loan Scheme"" is an initiative by the Karnataka Minority Development Corporation (KMDC) to promote self-employment and economic activities among minority communities. The scheme provides financial assistance to eligible individuals from minority communities.",,1.0,"Vrutti Protsaha Loan Scheme. The ""Vrutti Protsaha Loan Scheme"" is an initiative by the Karnataka Minority Development Corporation (KMDC) to promote self-employment and economic activities among minority communities. The scheme provides financial assistance to eligible individuals from minority communities. Category: Skills & Employment, Social welfare & Empowerment. Tags: Loan, Self-employment, Subsidy, Minority."
fafmjkbocwwb,Financial Assistance for Medical (JKBOCWWB),FAFMJKBOCWWB,State,Individual,Not specified (state scheme),Jammu and Kashmir,Health & Wellness,Worker;Construction;Labour;Medical;Financial Assistance,"The ""Financial Assistance for Medical"" scheme by the JKBOCW Welfare Board, Labour Department, Jammu & Kashmir, provides financial support for medical expenses, including injury treatment, temporary and permanent disability, and the treatment of chronic diseases.",,1.0,"Financial Assistance for Medical (JKBOCWWB). The ""Financial Assistance for Medical"" scheme by the JKBOCW Welfare Board, Labour Department, Jammu & Kashmir, provides financial support for medical expenses, including injury treatment, temporary and permanent disability, and the treatment of chronic diseases. Category: Health & Wellness. Tags: Worker, Construction, Labour, Medical, Financial Assistance."
rhs,Rental Housing Scheme,RHS,State,Family,Not specified (state scheme),Assam,Transport & Infrastructure;Social welfare & Empowerment,Housing;Shelter;Accomodation;Flats;Construction,"The scheme aims to provide rental housing to individuals and families from lower and middle-income groups, address housing shortages, prevent unauthorized settlements, and promote orderly urban development. It benefits Grade Third and Grade Fourth employees and eligible non-government individuals.",,2.0,"Rental Housing Scheme. The scheme aims to provide rental housing to individuals and families from lower and middle-income groups, address housing shortages, prevent unauthorized settlements, and promote orderly urban development. It benefits Grade Third and Grade Fourth employees and eligible non-government individuals. Category: Transport & Infrastructure, Social welfare & Empowerment. Tags: Housing, Shelter, Accomodation, Flats, Construction."
pocsm,Production of Certified Seeds of Maize,POCSM,State,Individual,Not specified (state scheme),Tamil Nadu,"Agriculture,Rural & Environment",Agriculture;Farmer;Certified Seeds;Production Of Seeds;Maize,"The ""Production of Certified Seeds of Maize"" scheme, aims to promote the production of certified maize seeds by providing subsidy to farmers in select districts of Tamil Nadu.",,1.0,"Production of Certified Seeds of Maize. The ""Production of Certified Seeds of Maize"" scheme, aims to promote the production of certified maize seeds by providing subsidy to farmers in select districts of Tamil Nadu. Category: Agriculture,Rural & Environment. Tags: Agriculture, Farmer, Certified Seeds, Production Of Seeds, Maize."
dbrasvpcdbrali,Dr. B.R. Ambedkar’s Yatra Scheme to visit the places connected with Dr. B.R. Ambedkar’s life in India,DBRASVPCDBRALI,State,Individual,Not specified (state scheme),Puducherry,Travel & Tourism;Transport & Infrastructure,Scheduled Caste;Scheduled Tribe;Travel;Pilgrimage;Transport,"The scheme aims to assist the people who want to visit the places connected with Dr. B.R. Ambedkar’s life in India. It provides comprehensive financial assistance, with all expenses for the tour programme fully borne by the Department, targeting SC/ST applicants of Puducherry.",,1.0,"Dr. B.R. Ambedkar’s Yatra Scheme to visit the places connected with Dr. B.R. Ambedkar’s life in India. The scheme aims to assist the people who want to visit the places connected with Dr. B.R. Ambedkar’s life in India. It provides comprehensive financial assistance, with all expenses for the tour programme fully borne by the Department, targeting SC/ST applicants of Puducherry. Category: Travel & Tourism, Transport & Infrastructure. Tags: Scheduled Caste, Scheduled Tribe, Travel, Pilgrimage, Transport."
iaicmc,Incentive Award to Inter-Caste Married Couples,IAICMC,State,Family,Not specified (state scheme),Puducherry,Social welfare & Empowerment,Marriage;Intercaste;Bride;Groom;Financial Assistance;Scheduled Caste,"The scheme “Incentive Award to Inter-Caste Married Couples” was introduced by the Adi Dravidar Welfare Department, Government of Puducherry. The objective of the scheme is to reduce the effect of untouchability and as a step towards bringing about a casteless society.",,2.0,"Incentive Award to Inter-Caste Married Couples. The scheme “Incentive Award to Inter-Caste Married Couples” was introduced by the Adi Dravidar Welfare Department, Government of Puducherry. The objective of the scheme is to reduce the effect of untouchability and as a step towards bringing about a casteless society. Category: Social welfare & Empowerment. Tags: Marriage, Intercaste, Bride, Groom, Financial Assistance, Scheduled Caste."
smaeuk,Sub-Mission on Agricultural Extension (SMAE),SMAEUK,State,Individual,Not specified (state scheme),Uttarakhand,"Agriculture,Rural & Environment",Agricultural;Farmer;SMAE;Kisan Award;Kisan Ratna;Kisan Shri,"The scheme aims to promote the adoption of modern and scientific farming practices among farmers across the state through continuous training, practical demonstrations, and exposure visits.",,1.0,"Sub-Mission on Agricultural Extension (SMAE). The scheme aims to promote the adoption of modern and scientific farming practices among farmers across the state through continuous training, practical demonstrations, and exposure visits. Category: Agriculture,Rural & Environment. Tags: Agricultural, Farmer, SMAE, Kisan Award, Kisan Ratna, Kisan Shri."
ueas,Unemployment Allowance for the Educated Unemployed Youth Scheme,UAEUYS,State,Individual,Not specified (state scheme),Haryana,Skills & Employment,Allowance;Unemployment;Educated Unemployed Youth;Financial Assistance,The scheme was introduced on 01.11.1988 which provides monthly unemployment allowance to the educated unemployed youth registered with the Employment Exchanges in Haryana.,,1.0,"Unemployment Allowance for the Educated Unemployed Youth Scheme. The scheme was introduced on 01.11.1988 which provides monthly unemployment allowance to the educated unemployed youth registered with the Employment Exchanges in Haryana. Category: Skills & Employment. Tags: Allowance, Unemployment, Educated Unemployed Youth, Financial Assistance."
rapf,Registration of Aromatic Plant Farmers - Centre for Aromatic Plants,RAPF,State,Individual,Not specified (state scheme),Uttarakhand,"Agriculture,Rural & Environment",Aromatic;Farmer;Aromatic Plants;Registration,"The registration ensures that farmers are eligible to access the benefits of all schemes offered by CAP, including state and central government subsidies, technical guidance, training programs, and product clearance support.",,1.0,"Registration of Aromatic Plant Farmers - Centre for Aromatic Plants. The registration ensures that farmers are eligible to access the benefits of all schemes offered by CAP, including state and central government subsidies, technical guidance, training programs, and product clearance support. Category: Agriculture,Rural & Environment. Tags: Aromatic, Farmer, Aromatic Plants, Registration."
